RvaID,Longitude,Latitude,Date,Mtemp
4,-76.8573,37.7497,2000-07,74.5
4,-76.8573,37.7497,2001-07,74.3
4,-76.8573,37.7497,2002-07,79.7
4,-76.8573,37.7497,2003-07,77.9
4,-76.8573,37.7497,2004-07,77.4
4,-76.8573,37.7497,2005-07,80.1
4,-76.8573,37.7497,2006-07,79.2
4,-76.8573,37.7497,2007-07,77.7
4,-76.8573,37.7497,2008-07,77.5
4,-76.8573,37.7497,2009-07,75.7
4,-76.8573,37.7497,2010-07,81.6
4,-76.8573,37.7497,2011-07,81.1
4,-76.8573,37.7497,2012-07,82.9
4,-76.8573,37.7497,2013-07,79.8
4,-76.8573,37.7497,2014-07,77.5
4,-76.8573,37.7497,2015-07,78
4,-76.8573,37.7497,2016-07,80
4,-76.8573,37.7497,2017-07,80.5
4,-76.8573,37.7497,2018-07,77.7
4,-76.8573,37.7497,2019-07,80.1
4,-76.8573,37.7497,2020-07,81.7
,,,,
5,-76.886,37.3656,1975-07,76.3
5,-76.886,37.3656,1976-07,76.3
5,-76.886,37.3656,1977-07,80
5,-76.886,37.3656,1978-07,76.7
5,-76.886,37.3656,1979-07,75.7
5,-76.886,37.3656,1980-07,80.1
5,-76.886,37.3656,1981-07,78.1
5,-76.886,37.3656,1982-07,77.8
5,-76.886,37.3656,1983-07,78.9
5,-76.886,37.3656,1984-07,75.8
5,-76.886,37.3656,1985-07,77.2
5,-76.886,37.3656,1986-07,81
5,-76.886,37.3656,1987-07,80.5
5,-76.886,37.3656,1988-07,79.4
5,-76.886,37.3656,1989-07,77.5
5,-76.886,37.3656,1990-07,79.7
5,-76.886,37.3656,1991-07,80.9
5,-76.886,37.3656,1992-07,79.2
5,-76.886,37.3656,1993-07,81.7
5,-76.886,37.3656,1994-07,80.2
5,-76.886,37.3656,1995-07,80.3
5,-76.886,37.3656,1996-07,76.8
5,-76.886,37.3656,1997-07,78.8
5,-76.886,37.3656,1998-07,79.1
5,-76.886,37.3656,1999-07,80.4
5,-76.886,37.3656,2000-07,75.7
5,-76.886,37.3656,2001-07,75.4
5,-76.886,37.3656,2002-07,80.4
5,-76.886,37.3656,2003-07,78.5
5,-76.886,37.3656,2004-07,78.5
5,-76.886,37.3656,2005-07,81.7
5,-76.886,37.3656,2006-07,80.4
5,-76.886,37.3656,2007-07,78.5
5,-76.886,37.3656,2008-07,79.1
5,-76.886,37.3656,2009-07,76.6
5,-76.886,37.3656,2010-07,82.4
5,-76.886,37.3656,2011-07,81.4
5,-76.886,37.3656,2012-07,82.3
5,-76.886,37.3656,2013-07,79.9
5,-76.886,37.3656,2014-07,78.6
5,-76.886,37.3656,2015-07,79.1
5,-76.886,37.3656,2016-07,80.4
5,-76.886,37.3656,2017-07,81.3
5,-76.886,37.3656,2018-07,78
5,-76.886,37.3656,2019-07,80.6
5,-76.886,37.3656,2020-07,82.2
,,,,
6,-77.0643,36.9678,1975-07,76.6
6,-77.0643,36.9678,1976-07,76.7
6,-77.0643,36.9678,1977-07,79.4
6,-77.0643,36.9678,1978-07,76.8
6,-77.0643,36.9678,1979-07,76.1
6,-77.0643,36.9678,1980-07,79.3
6,-77.0643,36.9678,1981-07,79
6,-77.0643,36.9678,1982-07,78.1
6,-77.0643,36.9678,1983-07,79
6,-77.0643,36.9678,1984-07,76
6,-77.0643,36.9678,1985-07,76.9
6,-77.0643,36.9678,1986-07,80.7
6,-77.0643,36.9678,1987-07,81.5
6,-77.0643,36.9678,1988-07,79.3
6,-77.0643,36.9678,1989-07,77.2
6,-77.0643,36.9678,1990-07,80
6,-77.0643,36.9678,1991-07,82.2
6,-77.0643,36.9678,1992-07,80.4
6,-77.0643,36.9678,1993-07,82.2
6,-77.0643,36.9678,1994-07,80.7
6,-77.0643,36.9678,1995-07,79.5
6,-77.0643,36.9678,1996-07,76.6
6,-77.0643,36.9678,1997-07,80
6,-77.0643,36.9678,1998-07,78.9
6,-77.0643,36.9678,1999-07,80.2
6,-77.0643,36.9678,2000-07,75.8
6,-77.0643,36.9678,2001-07,74.5
6,-77.0643,36.9678,2002-07,80
6,-77.0643,36.9678,2003-07,78.4
6,-77.0643,36.9678,2004-07,78.2
6,-77.0643,36.9678,2005-07,81.2
6,-77.0643,36.9678,2006-07,79.3
6,-77.0643,36.9678,2007-07,77.9
6,-77.0643,36.9678,2008-07,78.6
6,-77.0643,36.9678,2009-07,76.4
6,-77.0643,36.9678,2010-07,81.5
6,-77.0643,36.9678,2011-07,81.1
6,-77.0643,36.9678,2012-07,82.3
6,-77.0643,36.9678,2013-07,79.1
6,-77.0643,36.9678,2014-07,77.3
6,-77.0643,36.9678,2015-07,78.7
6,-77.0643,36.9678,2016-07,80.2
6,-77.0643,36.9678,2017-07,80.3
6,-77.0643,36.9678,2018-07,77.4
6,-77.0643,36.9678,2019-07,80.6
6,-77.0643,36.9678,2020-07,82.2
,,,,
7,-77.8868,37.2632,1975-07,75
7,-77.8868,37.2632,1976-07,75.6
7,-77.8868,37.2632,1977-07,78.9
7,-77.8868,37.2632,1978-07,74.4
7,-77.8868,37.2632,1979-07,74.7
7,-77.8868,37.2632,1980-07,78.7
7,-77.8868,37.2632,1981-07,77
7,-77.8868,37.2632,1982-07,76.6
7,-77.8868,37.2632,1983-07,77.6
7,-77.8868,37.2632,1984-07,74.6
7,-77.8868,37.2632,1985-07,75.5
7,-77.8868,37.2632,1986-07,80
7,-77.8868,37.2632,1987-07,79.8
7,-77.8868,37.2632,1988-07,77.1
7,-77.8868,37.2632,1989-07,75.9
7,-77.8868,37.2632,1990-07,78.5
7,-77.8868,37.2632,1991-07,79.2
7,-77.8868,37.2632,1992-07,78.9
7,-77.8868,37.2632,1993-07,80.8
7,-77.8868,37.2632,1994-07,78.6
7,-77.8868,37.2632,1995-07,78.5
7,-77.8868,37.2632,1996-07,76.1
7,-77.8868,37.2632,1997-07,77.3
7,-77.8868,37.2632,1998-07,78
7,-77.8868,37.2632,1999-07,79.2
7,-77.8868,37.2632,2000-07,74.6
7,-77.8868,37.2632,2001-07,73.9
7,-77.8868,37.2632,2002-07,79.6
7,-77.8868,37.2632,2003-07,76.7
7,-77.8868,37.2632,2004-07,76.8
7,-77.8868,37.2632,2005-07,79.8
7,-77.8868,37.2632,2006-07,78
7,-77.8868,37.2632,2007-07,76.3
7,-77.8868,37.2632,2008-07,77.6
7,-77.8868,37.2632,2009-07,74.1
7,-77.8868,37.2632,2010-07,80.7
7,-77.8868,37.2632,2011-07,80.1
7,-77.8868,37.2632,2012-07,82
7,-77.8868,37.2632,2013-07,78
7,-77.8868,37.2632,2014-07,76.5
7,-77.8868,37.2632,2015-07,77.1
7,-77.8868,37.2632,2016-07,79.2
7,-77.8868,37.2632,2017-07,79.5
7,-77.8868,37.2632,2018-07,76.6
7,-77.8868,37.2632,2019-07,79.7
7,-77.8868,37.2632,2020-07,81.6
,,,,
8,-77.3084,37.4754,1975-07,76.1
8,-77.3084,37.4754,1976-07,76.9
8,-77.3084,37.4754,1977-07,80.8
8,-77.3084,37.4754,1978-07,77.1
8,-77.3084,37.4754,1979-07,76.2
8,-77.3084,37.4754,1980-07,79.9
8,-77.3084,37.4754,1981-07,78.7
8,-77.3084,37.4754,1982-07,78.2
8,-77.3084,37.4754,1983-07,79.1
8,-77.3084,37.4754,1984-07,75.9
8,-77.3084,37.4754,1985-07,77.8
8,-77.3084,37.4754,1986-07,81
8,-77.3084,37.4754,1987-07,80.9
8,-77.3084,37.4754,1988-07,79.3
8,-77.3084,37.4754,1989-07,77.6
8,-77.3084,37.4754,1990-07,79.6
8,-77.3084,37.4754,1991-07,80.8
8,-77.3084,37.4754,1992-07,79.5
8,-77.3084,37.4754,1993-07,82
8,-77.3084,37.4754,1994-07,80.5
8,-77.3084,37.4754,1995-07,80.3
8,-77.3084,37.4754,1996-07,76.6
8,-77.3084,37.4754,1997-07,78.5
8,-77.3084,37.4754,1998-07,78.9
8,-77.3084,37.4754,1999-07,79.8
8,-77.3084,37.4754,2000-07,75.1
8,-77.3084,37.4754,2001-07,75.3
8,-77.3084,37.4754,2002-07,80.4
8,-77.3084,37.4754,2003-07,78.1
8,-77.3084,37.4754,2004-07,78.3
8,-77.3084,37.4754,2005-07,81.5
8,-77.3084,37.4754,2006-07,80.5
8,-77.3084,37.4754,2007-07,78.3
8,-77.3084,37.4754,2008-07,78.7
8,-77.3084,37.4754,2009-07,76.5
8,-77.3084,37.4754,2010-07,82.4
8,-77.3084,37.4754,2011-07,81.7
8,-77.3084,37.4754,2012-07,82.6
8,-77.3084,37.4754,2013-07,79.8
8,-77.3084,37.4754,2014-07,78.7
8,-77.3084,37.4754,2015-07,78.7
8,-77.3084,37.4754,2016-07,80
8,-77.3084,37.4754,2017-07,81
8,-77.3084,37.4754,2018-07,77.8
8,-77.3084,37.4754,2019-07,80.9
8,-77.3084,37.4754,2020-07,82.4
,,,,
9,-77.1736,37.5834,1975-07,75.8
9,-77.1736,37.5834,1976-07,76.2
9,-77.1736,37.5834,1977-07,80
9,-77.1736,37.5834,1978-07,76.4
9,-77.1736,37.5834,1979-07,75.8
9,-77.1736,37.5834,1980-07,79.6
9,-77.1736,37.5834,1981-07,77.9
9,-77.1736,37.5834,1982-07,77.7
9,-77.1736,37.5834,1983-07,78.4
9,-77.1736,37.5834,1984-07,75.5
9,-77.1736,37.5834,1985-07,77.1
9,-77.1736,37.5834,1986-07,80.4
9,-77.1736,37.5834,1987-07,80.5
9,-77.1736,37.5834,1988-07,79.2
9,-77.1736,37.5834,1989-07,77.3
9,-77.1736,37.5834,1990-07,79.1
9,-77.1736,37.5834,1991-07,80.4
9,-77.1736,37.5834,1992-07,78.9
9,-77.1736,37.5834,1993-07,81.4
9,-77.1736,37.5834,1994-07,80.1
9,-77.1736,37.5834,1995-07,79.8
9,-77.1736,37.5834,1996-07,76.3
9,-77.1736,37.5834,1997-07,78.1
9,-77.1736,37.5834,1998-07,78.4
9,-77.1736,37.5834,1999-07,79.7
9,-77.1736,37.5834,2000-07,74.8
9,-77.1736,37.5834,2001-07,74.7
9,-77.1736,37.5834,2002-07,80
9,-77.1736,37.5834,2003-07,77.8
9,-77.1736,37.5834,2004-07,77.6
9,-77.1736,37.5834,2005-07,80.6
9,-77.1736,37.5834,2006-07,79.8
9,-77.1736,37.5834,2007-07,77.9
9,-77.1736,37.5834,2008-07,78.2
9,-77.1736,37.5834,2009-07,76
9,-77.1736,37.5834,2010-07,82.1
9,-77.1736,37.5834,2011-07,81
9,-77.1736,37.5834,2012-07,82.5
9,-77.1736,37.5834,2013-07,79.5
9,-77.1736,37.5834,2014-07,77.9
9,-77.1736,37.5834,2015-07,78.2
9,-77.1736,37.5834,2016-07,79.6
9,-77.1736,37.5834,2017-07,80.4
9,-77.1736,37.5834,2018-07,77.3
9,-77.1736,37.5834,2019-07,80.2
9,-77.1736,37.5834,2020-07,81.8
,,,,
10,-76.9195,37.3643,1975-07,76.3
10,-76.9195,37.3643,1976-07,76.3
10,-76.9195,37.3643,1977-07,80
10,-76.9195,37.3643,1978-07,76.7
10,-76.9195,37.3643,1979-07,75.7
10,-76.9195,37.3643,1980-07,80.2
10,-76.9195,37.3643,1981-07,78.2
10,-76.9195,37.3643,1982-07,77.9
10,-76.9195,37.3643,1983-07,78.9
10,-76.9195,37.3643,1984-07,75.8
10,-76.9195,37.3643,1985-07,77.2
10,-76.9195,37.3643,1986-07,81
10,-76.9195,37.3643,1987-07,80.7
10,-76.9195,37.3643,1988-07,79.5
10,-76.9195,37.3643,1989-07,77.5
10,-76.9195,37.3643,1990-07,79.7
10,-76.9195,37.3643,1991-07,81.1
10,-76.9195,37.3643,1992-07,79.2
10,-76.9195,37.3643,1993-07,81.7
10,-76.9195,37.3643,1994-07,80.3
10,-76.9195,37.3643,1995-07,80.3
10,-76.9195,37.3643,1996-07,76.9
10,-76.9195,37.3643,1997-07,78.9
10,-76.9195,37.3643,1998-07,79.2
10,-76.9195,37.3643,1999-07,80.4
10,-76.9195,37.3643,2000-07,75.8
10,-76.9195,37.3643,2001-07,75.4
10,-76.9195,37.3643,2002-07,80.7
10,-76.9195,37.3643,2003-07,78.5
10,-76.9195,37.3643,2004-07,78.5
10,-76.9195,37.3643,2005-07,81.7
10,-76.9195,37.3643,2006-07,80.3
10,-76.9195,37.3643,2007-07,78.4
10,-76.9195,37.3643,2008-07,78.9
10,-76.9195,37.3643,2009-07,76.5
10,-76.9195,37.3643,2010-07,82.4
10,-76.9195,37.3643,2011-07,81.4
10,-76.9195,37.3643,2012-07,82.5
10,-76.9195,37.3643,2013-07,79.8
10,-76.9195,37.3643,2014-07,78.6
10,-76.9195,37.3643,2015-07,79
10,-76.9195,37.3643,2016-07,80.3
10,-76.9195,37.3643,2017-07,81.1
10,-76.9195,37.3643,2018-07,77.9
10,-76.9195,37.3643,2019-07,80.5
10,-76.9195,37.3643,2020-07,82.2
,,,,
11,-77.27,37.5729,1975-07,75.8
11,-77.27,37.5729,1976-07,76.6
11,-77.27,37.5729,1977-07,80.5
11,-77.27,37.5729,1978-07,76.7
11,-77.27,37.5729,1979-07,76
11,-77.27,37.5729,1980-07,79.7
11,-77.27,37.5729,1981-07,78.4
11,-77.27,37.5729,1982-07,77.9
11,-77.27,37.5729,1983-07,78.6
11,-77.27,37.5729,1984-07,75.7
11,-77.27,37.5729,1985-07,77.5
11,-77.27,37.5729,1986-07,80.6
11,-77.27,37.5729,1987-07,80.6
11,-77.27,37.5729,1988-07,79.3
11,-77.27,37.5729,1989-07,77.3
11,-77.27,37.5729,1990-07,79.3
11,-77.27,37.5729,1991-07,80.5
11,-77.27,37.5729,1992-07,79
11,-77.27,37.5729,1993-07,81.6
11,-77.27,37.5729,1994-07,80.2
11,-77.27,37.5729,1995-07,80
11,-77.27,37.5729,1996-07,76.4
11,-77.27,37.5729,1997-07,78.2
11,-77.27,37.5729,1998-07,78.6
11,-77.27,37.5729,1999-07,79.7
11,-77.27,37.5729,2000-07,74.8
11,-77.27,37.5729,2001-07,75.1
11,-77.27,37.5729,2002-07,80.1
11,-77.27,37.5729,2003-07,77.8
11,-77.27,37.5729,2004-07,77.6
11,-77.27,37.5729,2005-07,80.8
11,-77.27,37.5729,2006-07,79.9
11,-77.27,37.5729,2007-07,77.8
11,-77.27,37.5729,2008-07,78.2
11,-77.27,37.5729,2009-07,75.9
11,-77.27,37.5729,2010-07,82
11,-77.27,37.5729,2011-07,80.9
11,-77.27,37.5729,2012-07,82.4
11,-77.27,37.5729,2013-07,79.5
11,-77.27,37.5729,2014-07,77.8
11,-77.27,37.5729,2015-07,78.3
11,-77.27,37.5729,2016-07,79.8
11,-77.27,37.5729,2017-07,80.7
11,-77.27,37.5729,2018-07,77.6
11,-77.27,37.5729,2019-07,80.5
11,-77.27,37.5729,2020-07,82.1
,,,,
12,-77.9509,37.8041,1975-07,74.6
12,-77.9509,37.8041,1976-07,74.9
12,-77.9509,37.8041,1977-07,79.1
12,-77.9509,37.8041,1978-07,74.3
12,-77.9509,37.8041,1979-07,74.4
12,-77.9509,37.8041,1980-07,77.8
12,-77.9509,37.8041,1981-07,76.3
12,-77.9509,37.8041,1982-07,76.1
12,-77.9509,37.8041,1983-07,76.8
12,-77.9509,37.8041,1984-07,74.3
12,-77.9509,37.8041,1985-07,75.3
12,-77.9509,37.8041,1986-07,78.7
12,-77.9509,37.8041,1987-07,79.3
12,-77.9509,37.8041,1988-07,77.6
12,-77.9509,37.8041,1989-07,76.1
12,-77.9509,37.8041,1990-07,77.3
12,-77.9509,37.8041,1991-07,78.4
12,-77.9509,37.8041,1992-07,77.6
12,-77.9509,37.8041,1993-07,79.2
12,-77.9509,37.8041,1994-07,77.4
12,-77.9509,37.8041,1995-07,77.5
12,-77.9509,37.8041,1996-07,74.7
12,-77.9509,37.8041,1997-07,75.8
12,-77.9509,37.8041,1998-07,76.1
12,-77.9509,37.8041,1999-07,78.7
12,-77.9509,37.8041,2000-07,72.5
12,-77.9509,37.8041,2001-07,72.7
12,-77.9509,37.8041,2002-07,78.5
12,-77.9509,37.8041,2003-07,76.3
12,-77.9509,37.8041,2004-07,75.6
12,-77.9509,37.8041,2005-07,78.5
12,-77.9509,37.8041,2006-07,77.3
12,-77.9509,37.8041,2007-07,75.2
12,-77.9509,37.8041,2008-07,76.7
12,-77.9509,37.8041,2009-07,72.9
12,-77.9509,37.8041,2010-07,79.1
12,-77.9509,37.8041,2011-07,78.5
12,-77.9509,37.8041,2012-07,80.2
12,-77.9509,37.8041,2013-07,77.1
12,-77.9509,37.8041,2014-07,74.9
12,-77.9509,37.8041,2015-07,75.6
12,-77.9509,37.8041,2016-07,78.1
12,-77.9509,37.8041,2017-07,78.1
12,-77.9509,37.8041,2018-07,75.6
12,-77.9509,37.8041,2019-07,78
12,-77.9509,37.8041,2020-07,79.9
,,,,
13,-77.7997,37.2126,1975-07,74.9
13,-77.7997,37.2126,1976-07,75.6
13,-77.7997,37.2126,1977-07,79
13,-77.7997,37.2126,1978-07,74.8
13,-77.7997,37.2126,1979-07,74.7
13,-77.7997,37.2126,1980-07,78.7
13,-77.7997,37.2126,1981-07,77.2
13,-77.7997,37.2126,1982-07,76.7
13,-77.7997,37.2126,1983-07,77.8
13,-77.7997,37.2126,1984-07,74.6
13,-77.7997,37.2126,1985-07,75.6
13,-77.7997,37.2126,1986-07,80.1
13,-77.7997,37.2126,1987-07,79.8
13,-77.7997,37.2126,1988-07,77
13,-77.7997,37.2126,1989-07,76.2
13,-77.7997,37.2126,1990-07,78.5
13,-77.7997,37.2126,1991-07,79.4
13,-77.7997,37.2126,1992-07,78.9
13,-77.7997,37.2126,1993-07,81
13,-77.7997,37.2126,1994-07,78.9
13,-77.7997,37.2126,1995-07,78.5
13,-77.7997,37.2126,1996-07,76.1
13,-77.7997,37.2126,1997-07,77.3
13,-77.7997,37.2126,1998-07,77.9
13,-77.7997,37.2126,1999-07,79.1
13,-77.7997,37.2126,2000-07,74.7
13,-77.7997,37.2126,2001-07,74
13,-77.7997,37.2126,2002-07,79.7
13,-77.7997,37.2126,2003-07,76.8
13,-77.7997,37.2126,2004-07,76.9
13,-77.7997,37.2126,2005-07,79.9
13,-77.7997,37.2126,2006-07,78.2
13,-77.7997,37.2126,2007-07,76.5
13,-77.7997,37.2126,2008-07,77.5
13,-77.7997,37.2126,2009-07,74.3
13,-77.7997,37.2126,2010-07,80.7
13,-77.7997,37.2126,2011-07,80.1
13,-77.7997,37.2126,2012-07,81.8
13,-77.7997,37.2126,2013-07,77.9
13,-77.7997,37.2126,2014-07,76.5
13,-77.7997,37.2126,2015-07,77.2
13,-77.7997,37.2126,2016-07,79.1
13,-77.7997,37.2126,2017-07,79.3
13,-77.7997,37.2126,2018-07,76.5
13,-77.7997,37.2126,2019-07,79.6
13,-77.7997,37.2126,2020-07,81.4
,,,,
14,-77.3128,37.3157,1975-07,76.6
14,-77.3128,37.3157,1976-07,77.6
14,-77.3128,37.3157,1977-07,81.3
14,-77.3128,37.3157,1978-07,77.9
14,-77.3128,37.3157,1979-07,76.9
14,-77.3128,37.3157,1980-07,81
14,-77.3128,37.3157,1981-07,79
14,-77.3128,37.3157,1982-07,77.8
14,-77.3128,37.3157,1983-07,79.7
14,-77.3128,37.3157,1984-07,76
14,-77.3128,37.3157,1985-07,76.5
14,-77.3128,37.3157,1986-07,81.7
14,-77.3128,37.3157,1987-07,81.6
14,-77.3128,37.3157,1988-07,78.6
14,-77.3128,37.3157,1989-07,78.9
14,-77.3128,37.3157,1990-07,79.8
14,-77.3128,37.3157,1991-07,81.5
14,-77.3128,37.3157,1992-07,80.9
14,-77.3128,37.3157,1993-07,82.3
14,-77.3128,37.3157,1994-07,81.2
14,-77.3128,37.3157,1995-07,81.4
14,-77.3128,37.3157,1996-07,78.3
14,-77.3128,37.3157,1997-07,80.2
14,-77.3128,37.3157,1998-07,80.7
14,-77.3128,37.3157,1999-07,80.8
14,-77.3128,37.3157,2000-07,76.9
14,-77.3128,37.3157,2001-07,75.9
14,-77.3128,37.3157,2002-07,81.4
14,-77.3128,37.3157,2003-07,78.9
14,-77.3128,37.3157,2004-07,79.3
14,-77.3128,37.3157,2005-07,82.6
14,-77.3128,37.3157,2006-07,80.5
14,-77.3128,37.3157,2007-07,78.5
14,-77.3128,37.3157,2008-07,79.3
14,-77.3128,37.3157,2009-07,77.3
14,-77.3128,37.3157,2010-07,83.5
14,-77.3128,37.3157,2011-07,82.1
14,-77.3128,37.3157,2012-07,82.7
14,-77.3128,37.3157,2013-07,79.8
14,-77.3128,37.3157,2014-07,79.3
14,-77.3128,37.3157,2015-07,78.8
14,-77.3128,37.3157,2016-07,80.5
14,-77.3128,37.3157,2017-07,81.5
14,-77.3128,37.3157,2018-07,77.6
14,-77.3128,37.3157,2019-07,80.3
